,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months_sels,City name,total_seals_per_months,sell Hour,sell Munites,Time Frequency,Grouped_products
1673,178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,21,13,1,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
1674,178158,Wired Headphones,1,11.99,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,  San Francisco (CA),11.99,21,13,1,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
1675,178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,21,13,1,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
1679,178162,iPhone,1,700.0,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",4,  Seattle (WA),700.0,10,49,1,"iPhone,Lightning Charging Cable"
1680,178162,Lightning Charging Cable,1,14.95,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",4,  Seattle (WA),14.95,10,49,1,"iPhone,Lightning Charging Cable"
1686,178168,AA Batteries (4-pack),1,3.84,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",4,  New York City (NY),3.84,14,48,1,"AA Batteries (4-pack),Macbook Pro Laptop"
1687,178168,Macbook Pro Laptop,1,1700.0,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",4,  New York City (NY),1700.0,14,48,1,"AA Batteries (4-pack),Macbook Pro Laptop"
1709,178190,Vareebadd Phone,1,400.0,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",4,  Atlanta (GA),400.0,18,10,1,"Vareebadd Phone,Wired Headphones"
1710,178190,Wired Headphones,1,11.99,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",4,  Atlanta (GA),11.99,18,10,1,"Vareebadd Phone,Wired Headphones"
1741,178221,Flatscreen TV,1,300.0,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",4,  Boston (MA),300.0,11,21,1,"Flatscreen TV,Lightning Charging Cable"
1742,178221,Lightning Charging Cable,1,14.95,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",4,  Boston (MA),14.95,11,21,1,"Flatscreen TV,Lightning Charging Cable"
1763,178242,iPhone,1,700.0,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",4,  Austin (TX),700.0,15,29,1,"iPhone,Lightning Charging Cable"
1764,178242,Lightning Charging Cable,1,14.95,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",4,  Austin (TX),14.95,15,29,1,"iPhone,Lightning Charging Cable"
1780,178258,iPhone,1,700.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",4,  Los Angeles (CA),700.0,1,0,1,"iPhone,Apple Airpods Headphones"
1781,178258,Apple Airpods Headphones,1,150.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",4,  Los Angeles (CA),150.0,1,0,1,"iPhone,Apple Airpods Headphones"
1803,178280,iPhone,1,700.0,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,12,34,1,"iPhone,Lightning Charging Cable"
1804,178280,Lightning Charging Cable,1,14.95,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",4,  San Francisco (CA),14.95,12,34,1,"iPhone,Lightning Charging Cable"
1814,178290,Wired Headphones,2,11.99,2019-04-09 17:37:00,"647 Cedar St, Portland, ME 04101",4,  Portland (ME),23.98,17,37,1,"Wired Headphones,ThinkPad Laptop"
1815,178290,ThinkPad Laptop,1,999.99,2019-04-09 17:37:00,"647 Cedar St, Portland, ME 04101",4,  Portland (ME),999.99,17,37,1,"Wired Headphones,ThinkPad Laptop"
1929,178404,Bose SoundSport Headphones,1,99.99,2019-04-06 21:10:00,"425 2nd St, Seattle, WA 98101",4,  Seattle (WA),99.99,21,10,1,"Bose SoundSport Headphones,USB-C Charging Cable"
1930,178404,USB-C Charging Cable,1,11.95,2019-04-06 21:10:00,"425 2nd St, Seattle, WA 98101",4,  Seattle (WA),11.95,21,10,1,"Bose SoundSport Headphones,USB-C Charging Cable"
1938,178412,Vareebadd Phone,1,400.0,2019-04-05 18:58:00,"743 Forest St, New York City, NY 10001",4,  New York City (NY),400.0,18,58,1,"Vareebadd Phone,Wired Headphones"
1939,178412,Wired Headphones,1,11.99,2019-04-05 18:58:00,"743 Forest St, New York City, NY 10001",4,  New York City (NY),11.99,18,58,1,"Vareebadd Phone,Wired Headphones"
1959,178432,Bose SoundSport Headphones,1,99.99,2019-04-13 14:17:00,"40 12th St, Seattle, WA 98101",4,  Seattle (WA),99.99,14,17,1,"Bose SoundSport Headphones,USB-C Charging Cable"
1960,178432,USB-C Charging Cable,1,11.95,2019-04-13 14:17:00,"40 12th St, Seattle, WA 98101",4,  Seattle (WA),11.95,14,17,1,"Bose SoundSport Headphones,USB-C Charging Cable"
2051,178523,USB-C Charging Cable,1,11.95,2019-04-08 13:54:00,"840 Jefferson St, Boston, MA 02215",4,  Boston (MA),11.95,13,54,1,"USB-C Charging Cable,20in Monitor"
2052,178523,20in Monitor,1,109.99,2019-04-08 13:54:00,"840 Jefferson St, Boston, MA 02215",4,  Boston (MA),109.99,13,54,1,"USB-C Charging Cable,20in Monitor"
2054,178525,AAA Batteries (4-pack),2,2.99,2019-04-01 15:55:00,"537 Lakeview St, Los Angeles, CA 90001",4,  Los Angeles (CA),5.98,15,55,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
2055,178525,AA Batteries (4-pack),2,3.84,2019-04-01 15:55:00,"537 Lakeview St, Los Angeles, CA 90001",4,  Los Angeles (CA),7.68,15,55,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
2057,178527,AA Batteries (4-pack),1,3.84,2019-04-05 23:17:00,"169 Wilson St, Los Angeles, CA 90001",4,  Los Angeles (CA),3.84,23,17,1,"AA Batteries (4-pack),Bose SoundSport Headphones"
2058,178527,Bose SoundSport Headphones,1,99.99,2019-04-05 23:17:00,"169 Wilson St, Los Angeles, CA 90001",4,  Los Angeles (CA),99.99,23,17,1,"AA Batteries (4-pack),Bose SoundSport Headphones"
2103,178572,USB-C Charging Cable,1,11.95,2019-04-21 09:16:00,"177 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,9,16,1,"USB-C Charging Cable,27in 4K Gaming Monitor"
2104,178572,27in 4K Gaming Monitor,1,389.99,2019-04-21 09:16:00,"177 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),389.99,9,16,1,"USB-C Charging Cable,27in 4K Gaming Monitor"
2281,178749,iPhone,1,700.0,2019-04-30 15:53:00,"972 Hickory St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,15,53,1,"iPhone,Lightning Charging Cable"
2282,178749,Lightning Charging Cable,1,14.95,2019-04-30 15:53:00,"972 Hickory St, San Francisco, CA 94016",4,  San Francisco (CA),14.95,15,53,1,"iPhone,Lightning Charging Cable"
2314,178781,Google Phone,1,600.0,2019-04-03 16:47:00,"655 1st St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,16,47,1,"Google Phone,Wired Headphones"
2315,178781,Wired Headphones,1,11.99,2019-04-03 16:47:00,"655 1st St, San Francisco, CA 94016",4,  San Francisco (CA),11.99,16,47,1,"Google Phone,Wired Headphones"
2359,178825,iPhone,1,700.0,2019-04-02 14:00:00,"705 Center St, Atlanta, GA 30301",4,  Atlanta (GA),700.0,14,0,1,"iPhone,Apple Airpods Headphones"
2360,178825,Apple Airpods Headphones,1,150.0,2019-04-02 14:00:00,"705 Center St, Atlanta, GA 30301",4,  Atlanta (GA),150.0,14,0,1,"iPhone,Apple Airpods Headphones"
2421,178886,Google Phone,1,600.0,2019-04-08 16:11:00,"207 Spruce St, Atlanta, GA 30301",4,  Atlanta (GA),600.0,16,11,1,"Google Phone,Wired Headphones"
2422,178886,Wired Headphones,1,11.99,2019-04-08 16:11:00,"207 Spruce St, Atlanta, GA 30301",4,  Atlanta (GA),11.99,16,11,1,"Google Phone,Wired Headphones"
2490,178954,Google Phone,1,600.0,2019-04-17 17:12:00,"400 11th St, Boston, MA 02215",4,  Boston (MA),600.0,17,12,1,"Google Phone,USB-C Charging Cable"
2491,178954,USB-C Charging Cable,1,11.95,2019-04-17 17:12:00,"400 11th St, Boston, MA 02215",4,  Boston (MA),11.95,17,12,1,"Google Phone,USB-C Charging Cable"
2526,178989,Vareebadd Phone,1,400.0,2019-04-10 12:30:00,"891 Jefferson St, San Francisco, CA 94016",4,  San Francisco (CA),400.0,12,30,1,"Vareebadd Phone,USB-C Charging Cable"
2527,178989,USB-C Charging Cable,1,11.95,2019-04-10 12:30:00,"891 Jefferson St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,12,30,1,"Vareebadd Phone,USB-C Charging Cable"
2528,178990,Google Phone,1,600.0,2019-04-10 01:39:00,"417 13th St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,1,39,1,"Google Phone,USB-C Charging Cable"
2529,178990,USB-C Charging Cable,1,11.95,2019-04-10 01:39:00,"417 13th St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,1,39,1,"Google Phone,USB-C Charging Cable"
2539,179000,iPhone,1,700.0,2019-04-23 22:23:00,"181 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,22,23,1,"iPhone,Lightning Charging Cable"
2540,179000,Lightning Charging Cable,1,14.95,2019-04-23 22:23:00,"181 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),14.95,22,23,1,"iPhone,Lightning Charging Cable"
2568,179028,27in 4K Gaming Monitor,1,389.99,2019-04-12 14:56:00,"774 12th St, Seattle, WA 98101",4,  Seattle (WA),389.99,14,56,1,"27in 4K Gaming Monitor,Bose SoundSport Headphones"
2569,179028,Bose SoundSport Headphones,1,99.99,2019-04-12 14:56:00,"774 12th St, Seattle, WA 98101",4,  Seattle (WA),99.99,14,56,1,"27in 4K Gaming Monitor,Bose SoundSport Headphones"
2598,179057,Google Phone,1,600.0,2019-04-10 21:39:00,"820 13th St, New York City, NY 10001",4,  New York City (NY),600.0,21,39,1,"Google Phone,USB-C Charging Cable"
2599,179057,USB-C Charging Cable,1,11.95,2019-04-10 21:39:00,"820 13th St, New York City, NY 10001",4,  New York City (NY),11.95,21,39,1,"Google Phone,USB-C Charging Cable"
2618,179076,Google Phone,1,600.0,2019-05-01 00:17:00,"635 Chestnut St, San Francisco, CA 94016",5,  San Francisco (CA),600.0,0,17,1,"Google Phone,USB-C Charging Cable"
2619,179076,USB-C Charging Cable,1,11.95,2019-05-01 00:17:00,"635 Chestnut St, San Francisco, CA 94016",5,  San Francisco (CA),11.95,0,17,1,"Google Phone,USB-C Charging Cable"
2651,179108,Lightning Charging Cable,1,14.95,2019-04-21 15:09:00,"828 West St, New York City, NY 10001",4,  New York City (NY),14.95,15,9,1,"Lightning Charging Cable,AAA Batteries (4-pack)"
2652,179108,AAA Batteries (4-pack),1,2.99,2019-04-21 15:09:00,"828 West St, New York City, NY 10001",4,  New York City (NY),2.99,15,9,1,"Lightning Charging Cable,AAA Batteries (4-pack)"
2672,179128,iPhone,1,700.0,2019-04-26 19:20:00,"10 Ridge St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,19,20,1,"iPhone,Apple Airpods Headphones"
2673,179128,Apple Airpods Headphones,1,150.0,2019-04-26 19:20:00,"10 Ridge St, San Francisco, CA 94016",4,  San Francisco (CA),150.0,19,20,1,"iPhone,Apple Airpods Headphones"
2707,179162,Google Phone,1,600.0,2019-04-23 16:51:00,"513 Sunset St, New York City, NY 10001",4,  New York City (NY),600.0,16,51,1,"Google Phone,USB-C Charging Cable"
2708,179162,USB-C Charging Cable,1,11.95,2019-04-23 16:51:00,"513 Sunset St, New York City, NY 10001",4,  New York City (NY),11.95,16,51,1,"Google Phone,USB-C Charging Cable"
2772,179226,34in Ultrawide Monitor,1,379.99,2019-04-09 19:45:00,"332 Adams St, New York City, NY 10001",4,  New York City (NY),379.99,19,45,1,"34in Ultrawide Monitor,Macbook Pro Laptop"
2773,179226,Macbook Pro Laptop,1,1700.0,2019-04-09 19:45:00,"332 Adams St, New York City, NY 10001",4,  New York City (NY),1700.0,19,45,1,"34in Ultrawide Monitor,Macbook Pro Laptop"
2817,179270,iPhone,1,700.0,2019-04-01 20:38:00,"36 River St, Los Angeles, CA 90001",4,  Los Angeles (CA),700.0,20,38,1,"iPhone,Lightning Charging Cable"
2818,179270,Lightning Charging Cable,1,14.95,2019-04-01 20:38:00,"36 River St, Los Angeles, CA 90001",4,  Los Angeles (CA),14.95,20,38,1,"iPhone,Lightning Charging Cable"
2859,179311,Wired Headphones,2,11.99,2019-04-09 01:35:00,"611 13th St, Austin, TX 73301",4,  Austin (TX),23.98,1,35,1,"Wired Headphones,USB-C Charging Cable"
2860,179311,USB-C Charging Cable,1,11.95,2019-04-09 01:35:00,"611 13th St, Austin, TX 73301",4,  Austin (TX),11.95,1,35,1,"Wired Headphones,USB-C Charging Cable"
2877,179328,Wired Headphones,1,11.99,2019-04-01 19:19:00,"780 River St, San Francisco, CA 94016",4,  San Francisco (CA),11.99,19,19,1,"Wired Headphones,AA Batteries (4-pack)"
2878,179328,AA Batteries (4-pack),1,3.84,2019-04-01 19:19:00,"780 River St, San Francisco, CA 94016",4,  San Francisco (CA),3.84,19,19,1,"Wired Headphones,AA Batteries (4-pack)"
2890,179340,Macbook Pro Laptop,1,1700.0,2019-04-28 10:37:00,"391 Center St, San Francisco, CA 94016",4,  San Francisco (CA),1700.0,10,37,1,"Macbook Pro Laptop,Apple Airpods Headphones"
2891,179340,Apple Airpods Headphones,1,150.0,2019-04-28 10:37:00,"391 Center St, San Francisco, CA 94016",4,  San Francisco (CA),150.0,10,37,1,"Macbook Pro Laptop,Apple Airpods Headphones"
2908,179357,Google Phone,1,600.0,2019-04-01 22:28:00,"740 Lakeview St, Dallas, TX 75001",4,  Dallas (TX),600.0,22,28,1,"Google Phone,USB-C Charging Cable"
2909,179357,USB-C Charging Cable,1,11.95,2019-04-01 22:28:00,"740 Lakeview St, Dallas, TX 75001",4,  Dallas (TX),11.95,22,28,1,"Google Phone,USB-C Charging Cable"
2929,179377,USB-C Charging Cable,1,11.95,2019-04-18 19:29:00,"830 8th St, Los Angeles, CA 90001",4,  Los Angeles (CA),11.95,19,29,1,"USB-C Charging Cable,AA Batteries (4-pack)"
2930,179377,AA Batteries (4-pack),1,3.84,2019-04-18 19:29:00,"830 8th St, Los Angeles, CA 90001",4,  Los Angeles (CA),3.84,19,29,1,"USB-C Charging Cable,AA Batteries (4-pack)"
2932,179379,Google Phone,1,600.0,2019-04-12 15:28:00,"288 Washington St, Los Angeles, CA 90001",4,  Los Angeles (CA),600.0,15,28,1,"Google Phone,Bose SoundSport Headphones"
2933,179379,Bose SoundSport Headphones,1,99.99,2019-04-12 15:28:00,"288 Washington St, Los Angeles, CA 90001",4,  Los Angeles (CA),99.99,15,28,1,"Google Phone,Bose SoundSport Headphones"
2988,179434,Macbook Pro Laptop,1,1700.0,2019-04-24 14:26:00,"263 Washington St, New York City, NY 10001",4,  New York City (NY),1700.0,14,26,1,"Macbook Pro Laptop,20in Monitor"
2989,179434,20in Monitor,1,109.99,2019-04-24 14:26:00,"263 Washington St, New York City, NY 10001",4,  New York City (NY),109.99,14,26,1,"Macbook Pro Laptop,20in Monitor"
3008,179453,iPhone,1,700.0,2019-04-19 15:18:00,"644 Chestnut St, Austin, TX 73301",4,  Austin (TX),700.0,15,18,1,"iPhone,Wired Headphones"
3009,179453,Wired Headphones,1,11.99,2019-04-19 15:18:00,"644 Chestnut St, Austin, TX 73301",4,  Austin (TX),11.99,15,18,1,"iPhone,Wired Headphones"
3041,179485,Vareebadd Phone,1,400.0,2019-04-30 11:29:00,"393 Cedar St, Dallas, TX 75001",4,  Dallas (TX),400.0,11,29,1,"Vareebadd Phone,USB-C Charging Cable"
3042,179485,USB-C Charging Cable,1,11.95,2019-04-30 11:29:00,"393 Cedar St, Dallas, TX 75001",4,  Dallas (TX),11.95,11,29,1,"Vareebadd Phone,USB-C Charging Cable"
3071,179514,Google Phone,1,600.0,2019-04-26 16:05:00,"743 South St, Dallas, TX 75001",4,  Dallas (TX),600.0,16,5,1,"Google Phone,USB-C Charging Cable"
3072,179514,USB-C Charging Cable,1,11.95,2019-04-26 16:05:00,"743 South St, Dallas, TX 75001",4,  Dallas (TX),11.95,16,5,1,"Google Phone,USB-C Charging Cable"
3088,179530,Google Phone,1,600.0,2019-04-03 17:32:00,"854 Wilson St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,17,32,1,"Google Phone,USB-C Charging Cable"
3089,179530,USB-C Charging Cable,1,11.95,2019-04-03 17:32:00,"854 Wilson St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,17,32,1,"Google Phone,USB-C Charging Cable"
3097,179538,Vareebadd Phone,1,400.0,2019-04-04 20:48:00,"219 Hickory St, New York City, NY 10001",4,  New York City (NY),400.0,20,48,1,"Vareebadd Phone,Bose SoundSport Headphones"
3098,179538,Bose SoundSport Headphones,1,99.99,2019-04-04 20:48:00,"219 Hickory St, New York City, NY 10001",4,  New York City (NY),99.99,20,48,1,"Vareebadd Phone,Bose SoundSport Headphones"
3100,179540,iPhone,1,700.0,2019-04-11 12:53:00,"488 Hill St, Austin, TX 73301",4,  Austin (TX),700.0,12,53,1,"iPhone,Lightning Charging Cable"
3101,179540,Lightning Charging Cable,1,14.95,2019-04-11 12:53:00,"488 Hill St, Austin, TX 73301",4,  Austin (TX),14.95,12,53,1,"iPhone,Lightning Charging Cable"
3105,179544,Wired Headphones,1,11.99,2019-04-03 16:22:00,"791 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),11.99,16,22,1,"Wired Headphones,Flatscreen TV"
3106,179544,Flatscreen TV,1,300.0,2019-04-03 16:22:00,"791 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),300.0,16,22,1,"Wired Headphones,Flatscreen TV"
3215,179653,AA Batteries (4-pack),3,3.84,2019-04-15 16:53:00,"304 Washington St, Portland, OR 97035",4,  Portland (OR),11.52,16,53,1,"AA Batteries (4-pack),Flatscreen TV"
3216,179653,Flatscreen TV,1,300.0,2019-04-15 16:53:00,"304 Washington St, Portland, OR 97035",4,  Portland (OR),300.0,16,53,1,"AA Batteries (4-pack),Flatscreen TV"
3308,179745,Google Phone,1,600.0,2019-04-05 10:48:00,"209 South St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,10,48,1,"Google Phone,USB-C Charging Cable"
3309,179745,USB-C Charging Cable,1,11.95,2019-04-05 10:48:00,"209 South St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,10,48,1,"Google Phone,USB-C Charging Cable"
3372,179808,USB-C Charging Cable,1,11.95,2019-04-04 09:50:00,"952 1st St, Atlanta, GA 30301",4,  Atlanta (GA),11.95,9,50,1,"USB-C Charging Cable,27in FHD Monitor"
3373,179808,27in FHD Monitor,1,149.99,2019-04-04 09:50:00,"952 1st St, Atlanta, GA 30301",4,  Atlanta (GA),149.99,9,50,1,"USB-C Charging Cable,27in FHD Monitor"
3385,179820,Google Phone,1,600.0,2019-04-03 08:40:00,"85 Hill St, Boston, MA 02215",4,  Boston (MA),600.0,8,40,1,"Google Phone,USB-C Charging Cable"
3386,179820,USB-C Charging Cable,1,11.95,2019-04-03 08:40:00,"85 Hill St, Boston, MA 02215",4,  Boston (MA),11.95,8,40,1,"Google Phone,USB-C Charging Cable"
3401,179835,Google Phone,1,600.0,2019-04-21 16:38:00,"158 Center St, Portland, OR 97035",4,  Portland (OR),600.0,16,38,1,"Google Phone,Wired Headphones"
3402,179835,Wired Headphones,1,11.99,2019-04-21 16:38:00,"158 Center St, Portland, OR 97035",4,  Portland (OR),11.99,16,38,1,"Google Phone,Wired Headphones"
3404,179837,Google Phone,1,600.0,2019-04-04 11:11:00,"568 Hill St, New York City, NY 10001",4,  New York City (NY),600.0,11,11,1,"Google Phone,USB-C Charging Cable"
3405,179837,USB-C Charging Cable,1,11.95,2019-04-04 11:11:00,"568 Hill St, New York City, NY 10001",4,  New York City (NY),11.95,11,11,1,"Google Phone,USB-C Charging Cable"
3453,179885,20in Monitor,1,109.99,2019-04-26 17:53:00,"369 13th St, New York City, NY 10001",4,  New York City (NY),109.99,17,53,1,"20in Monitor,Bose SoundSport Headphones"
3454,179885,Bose SoundSport Headphones,1,99.99,2019-04-26 17:53:00,"369 13th St, New York City, NY 10001",4,  New York City (NY),99.99,17,53,1,"20in Monitor,Bose SoundSport Headphones"
3513,179944,Flatscreen TV,1,300.0,2019-04-28 09:38:00,"704 Highland St, New York City, NY 10001",4,  New York City (NY),300.0,9,38,1,"Flatscreen TV,AA Batteries (4-pack)"
3514,179944,AA Batteries (4-pack),1,3.84,2019-04-28 09:38:00,"704 Highland St, New York City, NY 10001",4,  New York City (NY),3.84,9,38,1,"Flatscreen TV,AA Batteries (4-pack)"
3536,179966,iPhone,1,700.0,2019-04-15 08:40:00,"979 13th St, New York City, NY 10001",4,  New York City (NY),700.0,8,40,1,"iPhone,Lightning Charging Cable"
3537,179966,Lightning Charging Cable,1,14.95,2019-04-15 08:40:00,"979 13th St, New York City, NY 10001",4,  New York City (NY),14.95,8,40,1,"iPhone,Lightning Charging Cable"
3540,179969,Google Phone,1,600.0,2019-04-21 16:14:00,"729 9th St, Atlanta, GA 30301",4,  Atlanta (GA),600.0,16,14,1,"Google Phone,Wired Headphones"
3541,179969,Wired Headphones,1,11.99,2019-04-21 16:14:00,"729 9th St, Atlanta, GA 30301",4,  Atlanta (GA),11.99,16,14,1,"Google Phone,Wired Headphones"
3570,179998,iPhone,1,700.0,2019-04-01 21:17:00,"686 Pine St, New York City, NY 10001",4,  New York City (NY),700.0,21,17,1,"iPhone,Apple Airpods Headphones"
3571,179998,Apple Airpods Headphones,1,150.0,2019-04-01 21:17:00,"686 Pine St, New York City, NY 10001",4,  New York City (NY),150.0,21,17,1,"iPhone,Apple Airpods Headphones"
3573,180000,iPhone,1,700.0,2019-04-15 11:01:00,"704 11th St, New York City, NY 10001",4,  New York City (NY),700.0,11,1,1,"iPhone,Lightning Charging Cable"
3574,180000,Lightning Charging Cable,1,14.95,2019-04-15 11:01:00,"704 11th St, New York City, NY 10001",4,  New York City (NY),14.95,11,1,1,"iPhone,Lightning Charging Cable"
3605,180031,Vareebadd Phone,1,400.0,2019-04-22 15:33:00,"534 10th St, Atlanta, GA 30301",4,  Atlanta (GA),400.0,15,33,1,"Vareebadd Phone,USB-C Charging Cable"
3606,180031,USB-C Charging Cable,1,11.95,2019-04-22 15:33:00,"534 10th St, Atlanta, GA 30301",4,  Atlanta (GA),11.95,15,33,1,"Vareebadd Phone,USB-C Charging Cable"
3683,180108,Bose SoundSport Headphones,1,99.99,2019-04-12 13:56:00,"789 Center St, Atlanta, GA 30301",4,  Atlanta (GA),99.99,13,56,1,"Bose SoundSport Headphones,AA Batteries (4-pack)"
3684,180108,AA Batteries (4-pack),4,3.84,2019-04-12 13:56:00,"789 Center St, Atlanta, GA 30301",4,  Atlanta (GA),15.36,13,56,1,"Bose SoundSport Headphones,AA Batteries (4-pack)"
3711,180135,Google Phone,1,600.0,2019-04-13 14:46:00,"334 1st St, Seattle, WA 98101",4,  Seattle (WA),600.0,14,46,1,"Google Phone,Wired Headphones"
3712,180135,Wired Headphones,1,11.99,2019-04-13 14:46:00,"334 1st St, Seattle, WA 98101",4,  Seattle (WA),11.99,14,46,1,"Google Phone,Wired Headphones"
3738,180161,USB-C Charging Cable,1,11.95,2019-04-16 07:56:00,"598 Meadow St, Boston, MA 02215",4,  Boston (MA),11.95,7,56,1,"USB-C Charging Cable,ThinkPad Laptop"
3739,180161,ThinkPad Laptop,1,999.99,2019-04-16 07:56:00,"598 Meadow St, Boston, MA 02215",4,  Boston (MA),999.99,7,56,1,"USB-C Charging Cable,ThinkPad Laptop"
3785,180207,Apple Airpods Headphones,1,150.0,2019-04-13 01:46:00,"196 7th St, Los Angeles, CA 90001",4,  Los Angeles (CA),150.0,1,46,1,"Apple Airpods Headphones,Apple Airpods Headphones"
